,name,file,line,type,comment
224,documentation_path,../tensorflow/tensorflow/tools/docs/parser.py,101,function,Returns the file path for the documentation for the given API symbol.
225,ReferenceResolver,../tensorflow/tensorflow/tools/docs/parser.py,164,class,Class for replacing @{...} references with Markdown links.
226,__init__,../tensorflow/tensorflow/tools/docs/parser.py,173,method,Initializes a Reference Resolver.
227,from_visitor,../tensorflow/tensorflow/tools/docs/parser.py,204,method,A factory function for building a ReferenceResolver from a visitor.
228,to_json_file,../tensorflow/tensorflow/tools/docs/parser.py,237,method,Converts the RefenceResolver to json and writes it to the specified file.
229,replace_references,../tensorflow/tensorflow/tools/docs/parser.py,262,method,"Replace ""@{symbol}"" references with links to symbol's documentation page."
230,python_link,../tensorflow/tensorflow/tools/docs/parser.py,305,method,"Resolve a ""@{python symbol}"" reference to a Markdown link."
231,py_master_name,../tensorflow/tensorflow/tools/docs/parser.py,340,method,Return the master name for a Python symbol name.
232,reference_to_url,../tensorflow/tensorflow/tools/docs/parser.py,344,method,"Resolve a ""@{python symbol}"" reference to a relative path."
233,_one_ref,../tensorflow/tensorflow/tools/docs/parser.py,379,method,"Return a link for a single ""@{symbol}"" reference."
234,_doc_link,../tensorflow/tensorflow/tools/docs/parser.py,421,method,Generate a link for a @{$...} reference.
235,_doc_missing,../tensorflow/tensorflow/tools/docs/parser.py,444,method,Generate an error for unrecognized @{$...} references.
236,_cc_link,../tensorflow/tensorflow/tools/docs/parser.py,449,method,Generate a link for a @{tensorflow::...} reference.
237,ParserConfig,../tensorflow/tensorflow/tools/docs/parser.py,1459,class,Stores all indexes required to parse the docs.
238,__init__,../tensorflow/tensorflow/tools/docs/parser.py,1462,method,Object with the common config for docs_for_object() calls.
239,py_name_to_object,../tensorflow/tensorflow/tools/docs/parser.py,1496,method,Return the Python object for a Python symbol name.
240,docs_for_object,../tensorflow/tensorflow/tools/docs/parser.py,1501,function,Return a PageInfo object describing a given object from the TF API.
241,generate_global_index,../tensorflow/tensorflow/tools/docs/parser.py,1711,function,"Given a dict of full names to python objects, generate an index page."
242,test_do_not_doc_on_method,../tensorflow/tensorflow/tools/docs/doc_controls_test.py,35,method,The simple decorator is not aware of inheritance.
243,recursive_import,../tensorflow/tensorflow/tools/docs/tf_doctest.py,58,function,Recursively imports all the sub-modules under a root package.
244,find_modules,../tensorflow/tensorflow/tools/docs/tf_doctest.py,72,function,Finds all the modules in the core package imported.
245,filter_on_submodules,../tensorflow/tensorflow/tools/docs/tf_doctest.py,87,function,Filters all the modules based on the modules flag.
246,get_module_and_inject_docstring,../tensorflow/tensorflow/tools/docs/tf_doctest.py,109,function,Replaces the docstring of the module with the changed file's content.
247,setup_gpu,../tensorflow/tensorflow/tools/docs/tf_doctest.py,132,function,Sets up the GPU devices.
248,create_examples,../tensorflow/tensorflow/tools/gcs_test/python/gcs_smoke.py,39,function,Create ExampleProto's containing data.
249,PublicAPIVisitor,../tensorflow/tensorflow/tools/common/public_api.py,29,class,Visitor to use with `traverse` to visit exactly the public TF API.
250,__init__,../tensorflow/tensorflow/tools/common/public_api.py,32,method,Constructor.
251,private_map,../tensorflow/tensorflow/tools/common/public_api.py,80,method,A map from parents to symbols that should not be included at all.
252,do_not_descend_map,../tensorflow/tensorflow/tools/common/public_api.py,92,method,A map from parents to symbols that should not be descended into.
253,set_root_name,../tensorflow/tensorflow/tools/common/public_api.py,104,method,Override the default root name of 'tf'.
254,_is_private,../tensorflow/tensorflow/tools/common/public_api.py,108,method,Return whether a name is private.
255,_do_not_descend,../tensorflow/tensorflow/tools/common/public_api.py,117,method,Safely queries if a specific fully qualified name should be excluded.
256,__call__,../tensorflow/tensorflow/tools/common/public_api.py,122,method,"Visitor interface, see `traverse` for details."
257,traverse,../tensorflow/tensorflow/tools/common/traverse.py,77,function,Recursively enumerate all members of `root`.
258,write_build_info,../tensorflow/tensorflow/tools/build_info/gen_build_info.py,32,function,Writes a Python that describes the build.
259,_AssertProtoDictEquals,../tensorflow/tensorflow/tools/api/tests/api_compatibility_test.py,230,method,Diff given dicts of protobufs and report differences a readable way.
260,PythonObjectToProtoVisitor,../tensorflow/tensorflow/tools/api/lib/python_object_to_proto_visitor.py,196,class,A visitor that summarizes given python objects as protobufs.
261,GetProtos,../tensorflow/tensorflow/tools/api/lib/python_object_to_proto_visitor.py,204,method,Return the list of protos stored.
262,TransformGraph,../tensorflow/tensorflow/tools/graph_transforms/__init__.py,26,function,Python wrapper for the Graph Transform Tool.
263,TfDockerTagValidator,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,228,class,Custom Cerberus validator for TF tag spec.
264,_validate_ispartial,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,242,method,Validate that a partial references an existing partial spec.
265,_validate_isfullarg,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,256,method,Validate that a string is either a FULL=arg or NOT.
266,aggregate_all_slice_combinations,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,276,function,Figure out all of the possible slice groupings for a tag spec.
267,build_name_from_slices,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,289,function,Build the tag name (cpu-devel...) from a list of slices.
268,update_args_dict,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,302,function,Update a dict of arg values with more values from a list or dict.
269,get_slice_sets_and_required_args,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,315,function,Extract used-slice-sets and required CLI arguments from a spec string.
270,gather_tag_args,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,342,function,Build a dictionary of all the CLI and slice-specified args for a tag.
271,gather_slice_list_items,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,360,function,"For a list of slices, get the flattened list of all of a certain key."
272,find_first_slice_value,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,365,function,"For a list of slices, get the first value for a certain key."
273,assemble_tags,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,373,function,Gather all the tags based on our spec.
274,merge_partials,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,426,function,Merge all partial contents with their header.
275,upload_in_background,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,432,function,Upload a docker image (to be used by multiprocessing).
276,mkdir_p,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,438,function,"Create a directory and its parents, even if it already exists."
277,gather_existing_partials,../tensorflow/tensorflow/tools/dockerfiles/assembler.py,447,function,Find and read all available partials.
278,parse_branch_ref,../tensorflow/tensorflow/tools/git/gen_git_source.py,39,function,Given a filename of a .git/HEAD file return ref path.
279,configure,../tensorflow/tensorflow/tools/git/gen_git_source.py,67,function,Configure `src_base_path` to embed git hashes if available.
280,get_git_version,../tensorflow/tensorflow/tools/git/gen_git_source.py,144,function,Get the git version from the repository.
281,write_version_info,../tensorflow/tensorflow/tools/git/gen_git_source.py,190,function,Write a c file that defines the version functions.
282,generate,../tensorflow/tensorflow/tools/git/gen_git_source.py,229,function,Generate version_info.cc as given `destination_file`.
283,raw_generate,../tensorflow/tensorflow/tools/git/gen_git_source.py,274,function,Simple generator used for cmake/make build systems.
284,is_unsupported,../tensorflow/tensorflow/python/autograph/impl/conversion.py,73,function,Checks whether an entity is supported by AutoGraph at all.
285,is_allowlisted,../tensorflow/tensorflow/python/autograph/impl/conversion.py,116,function,Checks whether an entity is allowed for use in graph mode.
286,AutoGraphError,../tensorflow/tensorflow/python/autograph/impl/api.py,82,class,Base class for all AutoGraph exceptions.
287,ConversionError,../tensorflow/tensorflow/python/autograph/impl/api.py,87,class,Raised during the conversion process.
288,StagingError,../tensorflow/tensorflow/python/autograph/impl/api.py,92,class,Raised during the staging (i.e. Python execution) of converted code.
289,StackTraceMapper,../tensorflow/tensorflow/python/autograph/impl/api.py,166,class,Remaps generated code to code it originated from.
290,PyToTF,../tensorflow/tensorflow/python/autograph/impl/api.py,203,class,The TensorFlow AutoGraph transformer.
291,converted_call,../tensorflow/tensorflow/python/autograph/impl/api.py,307,function,Converts a function call inline.
292,tf_convert,../tensorflow/tensorflow/python/autograph/impl/api.py,506,function,Decorator that applies AutoGraph to a function.
293,call_with_unspecified_conversion_status,../tensorflow/tensorflow/python/autograph/impl/api.py,565,function,Decorator that resets the conversion context to the unspecified status.
294,do_not_convert,../tensorflow/tensorflow/python/autograph/impl/api.py,598,function,Decorator that suppresses the conversion of a function.
295,convert,../tensorflow/tensorflow/python/autograph/impl/api.py,626,function,Decorator that compiles a function to use TensorFlow ops.
296,to_graph,../tensorflow/tensorflow/python/autograph/impl/api.py,681,function,Converts a Python entity into a TensorFlow graph.
297,to_graph_v1,../tensorflow/tensorflow/python/autograph/impl/api.py,753,function,Converts a Python entity into a TensorFlow graph.
298,to_code_v1,../tensorflow/tensorflow/python/autograph/impl/api.py,824,function,"Returns the source code generated by AutoGraph, as a string."
299,to_code,../tensorflow/tensorflow/python/autograph/impl/api.py,878,function,"Returns the source code generated by AutoGraph, as a string."
300,UnsupportedFeaturesChecker,../tensorflow/tensorflow/python/autograph/core/unsupported_features_checker.py,26,class,Quick check for Python features we know we don't support.
301,Rule,../tensorflow/tensorflow/python/autograph/core/config_lib.py,27,class,Base class for conversion rules.
302,DoNotConvert,../tensorflow/tensorflow/python/autograph/core/config_lib.py,44,class,Indicates that this module should be not converted.
303,Convert,../tensorflow/tensorflow/python/autograph/core/config_lib.py,56,class,Indicates that this module should be converted.
304,FunctionScope,../tensorflow/tensorflow/python/autograph/core/function_wrappers.py,33,class,Context manager that wraps the body of a converted function.
305,_sanitize,../tensorflow/tensorflow/python/autograph/core/function_wrappers.py,67,method,See https://www.tensorflow.org/api_docs/python/tf/Graph#name_scope.
306,ret,../tensorflow/tensorflow/python/autograph/core/function_wrappers.py,91,method,Marks a value as returned from the function guarded by the scope.
307,with_function_scope,../tensorflow/tensorflow/python/autograph/core/function_wrappers.py,114,function,Inline version of the FunctionScope context manager.
308,Feature,../tensorflow/tensorflow/python/autograph/core/converter.py,82,class,This enumeration represents optional conversion options.
309,all,../tensorflow/tensorflow/python/autograph/core/converter.py,122,method,Returns a tuple that enables all options.
310,all_but,../tensorflow/tensorflow/python/autograph/core/converter.py,127,method,Returns a tuple that enables all but the excluded options.
311,ConversionOptions,../tensorflow/tensorflow/python/autograph/core/converter.py,138,class,Immutable container for global conversion flags.
312,call_options,../tensorflow/tensorflow/python/autograph/core/converter.py,187,method,Returns the corresponding options to be used for recursive conversion.
313,to_ast,../tensorflow/tensorflow/python/autograph/core/converter.py,195,method,Returns a representation of this object as an AST node.
